0.01,500,231,123,149,121,141,143,0.5325,0.6450,0.5238,0.6104,0.6190
0.02,500,231,142,159,137,138,153,0.6147,0.6883,0.5931,0.5974,0.6623
0.03,500,231,146,170,145,152,165,0.6320,0.7359,0.6277,0.6580,0.7143
0.04,500,231,148,169,144,151,163,0.6407,0.7316,0.6234,0.6537,0.7056
0.08,500,231,151,173,144,157,165,0.6537,0.7489,0.6234,0.6797,0.7143
0.16,500,231,156,172,151,155,165,0.6753,0.7446,0.6537,0.6710,0.7143
0.32,500,231,157,170,149,160,169,0.6797,0.7359,0.6450,0.6926,0.7316
0.64,500,231,155,166,148,154,166,0.6710,0.7186,0.6407,0.6667,0.7186
1.00,500,231,155,168,148,151,168,0.6710,0.7273,0.6407,0.6537,0.7273
