0.10,500,231,152,174,152,146,165,0.6580,0.7532,0.6580,0.6320,0.7143
0.20,500,231,156,177,155,150,168,0.6753,0.7662,0.6710,0.6494,0.7273
0.30,500,231,155,176,153,151,169,0.6710,0.7619,0.6623,0.6537,0.7316
0.40,500,231,154,169,151,150,163,0.6667,0.7316,0.6537,0.6494,0.7056
0.50,500,231,156,171,153,149,167,0.6753,0.7403,0.6623,0.6450,0.7229
0.60,500,231,155,169,149,148,164,0.6710,0.7316,0.6450,0.6407,0.7100
0.70,500,231,153,168,152,147,162,0.6623,0.7273,0.6580,0.6364,0.7013
0.80,500,231,155,167,150,148,162,0.6710,0.7229,0.6494,0.6407,0.7013
0.90,500,231,155,167,151,148,162,0.6710,0.7229,0.6537,0.6407,0.7013
1.00,500,231,155,167,147,148,161,0.6710,0.7229,0.6364,0.6407,0.6970
