0.10,500,231,152,164,147,170,168,0.6580,0.7100,0.6364,0.7359,0.7273
0.20,500,231,156,161,152,169,167,0.6753,0.6970,0.6580,0.7316,0.7229
0.30,500,231,155,161,153,173,169,0.6710,0.6970,0.6623,0.7489,0.7316
0.40,500,231,154,159,148,170,165,0.6667,0.6883,0.6407,0.7359,0.7143
0.50,500,231,156,160,146,171,164,0.6753,0.6926,0.6320,0.7403,0.7100
0.60,500,231,155,160,146,170,163,0.6710,0.6926,0.6320,0.7359,0.7056
0.70,500,231,153,160,149,167,165,0.6623,0.6926,0.6450,0.7229,0.7143
0.80,500,231,155,160,146,168,167,0.6710,0.6926,0.6320,0.7273,0.7229
0.90,500,231,155,160,149,168,167,0.6710,0.6926,0.6450,0.7273,0.7229
1.00,500,231,155,160,148,168,167,0.6710,0.6926,0.6407,0.7273,0.7229
