0.25,32,231,109,109,107,108,110,0.4719,0.4719,0.4632,0.4675,0.4762
0.50,64,231,129,139,124,122,137,0.5584,0.6017,0.5368,0.5281,0.5931
0.75,96,231,143,146,131,132,149,0.6190,0.6320,0.5671,0.5714,0.6450
1.00,128,231,155,159,136,130,155,0.6710,0.6883,0.5887,0.5628,0.6710
2.00,255,231,163,171,147,149,172,0.7056,0.7403,0.6364,0.6450,0.7446
4.00,511,231,156,169,151,148,163,0.6753,0.7316,0.6537,0.6407,0.7056
8.00,1022,231,149,176,148,152,167,0.6450,0.7619,0.6407,0.6580,0.7229
16.00,2044,231,150,170,153,155,164,0.6494,0.7359,0.6623,0.6710,0.7100
32.00,4087,231,131,163,151,155,158,0.5671,0.7056,0.6537,0.6710,0.6840
64.00,8174,231,109,157,146,159,151,0.4719,0.6797,0.6320,0.6883,0.6537
100.00,12772,231,100,159,145,159,155,0.4329,0.6883,0.6277,0.6883,0.6710
