0.10,3675,231,135,164,142,162,164,0.5844,0.7100,0.6147,0.7013,0.7100
0.20,5613,231,130,161,143,162,160,0.5628,0.6970,0.6190,0.7013,0.6926
0.30,6493,231,127,159,145,162,161,0.5498,0.6883,0.6277,0.7013,0.6970
0.40,8014,231,115,159,144,164,156,0.4978,0.6883,0.6234,0.7100,0.6753
0.50,9175,231,115,159,146,163,158,0.4978,0.6883,0.6320,0.7056,0.6840
0.60,9722,231,112,158,145,164,156,0.4848,0.6840,0.6277,0.7100,0.6753
0.70,10830,231,106,157,145,164,154,0.4589,0.6797,0.6277,0.7100,0.6667
0.80,11299,231,105,155,145,165,153,0.4545,0.6710,0.6277,0.7143,0.6623
0.90,12141,231,100,154,146,164,152,0.4329,0.6667,0.6320,0.7100,0.6580
1.00,12772,231,100,154,141,165,150,0.4329,0.6667,0.6104,0.7143,0.6494
