0.10,3675,231,135,132,148,171,157,0.5844,0.5714,0.6407,0.7403,0.6797
0.20,5613,231,130,127,148,167,156,0.5628,0.5498,0.6407,0.7229,0.6753
0.30,6493,231,127,126,148,171,152,0.5498,0.5455,0.6407,0.7403,0.6580
0.40,8014,231,115,121,149,170,144,0.4978,0.5238,0.6450,0.7359,0.6234
0.50,9175,231,115,120,146,170,141,0.4978,0.5195,0.6320,0.7359,0.6104
0.60,9722,231,112,118,145,171,138,0.4848,0.5108,0.6277,0.7403,0.5974
0.70,10830,231,106,118,148,170,135,0.4589,0.5108,0.6407,0.7359,0.5844
0.80,11299,231,105,118,146,170,133,0.4545,0.5108,0.6320,0.7359,0.5758
0.90,12141,231,100,117,145,169,129,0.4329,0.5065,0.6277,0.7316,0.5584
1.00,12772,231,100,117,151,170,131,0.4329,0.5065,0.6537,0.7359,0.5671
